codigo_rastreio|tipo_ocorrencia|descricao_ocorrencia|data_ocorrencia|hora_ocorrencia|cpf_destinatario|nome_destinatario|cep_destino|cidade_destino|uf_destino|peso_gramas|valor_declarado
AA100000477BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|15/06/2024|08:51|996.636.580-74|PEDRO OLIVEIRA|59010-000|NATAL|RN|1456|353.60
AA100000478BR|RDE|OBJETO RETORNOU AO REMETENTE|18/11/2024|15:35|181.398.909-83|AMANDA RIBEIRO|90010-160|PORTO ALEGRE|RS|252|60.14
AA100000479BR|RDE|OBJETO RETORNOU AO REMETENTE|02/04/2024|06:17|339.718.956-90|AMANDA RIBEIRO|59010-000|NATAL|RN|290|169.98
AA100000480BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|31/07/2024|06:55|856.411.182-42|FERNANDA SANTOS|60150-160|FORTALEZA|CE|834|77.11
AA100000481BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|13/12/2024|11:03|952.004.615-26|BRUNO FERREIRA|60150-160|FORTALEZA|CE|3176|470.79
AA100000482BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|27/01/2024|12:15|993.788.614-05|THIAGO ARAUJO|90010-160|PORTO ALEGRE|RS|3434|32.73
AA100000483BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|27/07/2024|13:58|048.913.824-96|THIAGO ARAUJO|20040-020|RIO DE JANEIRO|RJ|4199|101.73
AA100000484BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|10/07/2024|11:50|386.870.079-42|JOAO DA SILVA|01310-100|SAO PAULO|SP|4050|136.65
AA100000485BR|OEC|OBJETO EM ROTA DE ENTREGA|14/12/2024|18:22|398.402.891-41|DIEGO NASCIMENTO|88010-400|FLORIANOPOLIS|SC|1107|415.25
AA100000486BR|EXT|OBJETO EXTRAVIADO|11/10/2024|14:56|639.855.474-35|BRUNO FERREIRA|40020-010|SALVADOR|BA|3866|479.50
AA100000487BR|OEC|OBJETO EM ROTA DE ENTREGA|09/01/2024|10:41|097.002.687-68|PEDRO OLIVEIRA|29010-330|VITORIA|ES|735|269.32
AA100000488BR|EXT|OBJETO EXTRAVIADO|15/08/2024|09:22|695.620.175-37|JOAO DA SILVA|40020-010|SALVADOR|BA|262|379.21
AA100000489BR|EXT|OBJETO EXTRAVIADO|29/12/2024|17:12|194.337.504-79|LUCAS PEREIRA|01310-100|SAO PAULO|SP|1706|492.13
AA100000490BR|EXT|OBJETO EXTRAVIADO|21/07/2024|09:55|498.728.399-92|PEDRO OLIVEIRA|74110-010|GOIANIA|GO|1150|372.99
AA100000491BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|12/05/2024|13:56|843.089.487-06|MARIA SOUZA|59010-000|NATAL|RN|2746|216.27
AA100000492BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|20/05/2024|09:43|877.580.304-68|THIAGO ARAUJO|80010-010|CURITIBA|PR|142|195.93
AA100000493BR|OEC|OBJETO EM ROTA DE ENTREGA|11/02/2024|06:47|361.332.541-10|AMANDA RIBEIRO|69005-010|MANAUS|AM|296|296.27
AA100000494BR|EXT|OBJETO EXTRAVIADO|20/06/2024|14:15|173.505.831-99|THIAGO ARAUJO|29010-330|VITORIA|ES|883|312.67
AA100000495BR|RDE|OBJETO RETORNOU AO REMETENTE|04/03/2024|08:03|065.120.704-96|PEDRO OLIVEIRA|20040-020|RIO DE JANEIRO|RJ|557|279.63
AA100000496BR|OEC|OBJETO EM ROTA DE ENTREGA|14/07/2024|18:06|963.990.767-69|NATALIA ROCHA|20040-020|RIO DE JANEIRO|RJ|2882|325.46
AA100000497BR|EXT|OBJETO EXTRAVIADO|14/01/2024|20:33|593.110.919-39|CARLOS LIMA|66015-110|BELEM|PA|4268|128.14
AA100000498BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|03/09/2024|20:11|320.024.968-54|LEONARDO BARBOSA|57020-480|MACEIO|AL|4533|387.75
AA100000499BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|28/08/2024|15:38|545.089.203-88|MARIA SOUZA|69005-010|MANAUS|AM|2916|97.70
AA100000500BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|23/11/2024|12:50|153.779.599-59|PATRICIA LIMA|69005-010|MANAUS|AM|2792|81.14
AA100000501BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|22/01/2024|21:14|033.793.375-63|DIEGO NASCIMENTO|30130-110|BELO HORIZONTE|MG|155|181.41
AA100000502BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|02/07/2024|06:35|124.739.500-33|PATRICIA LIMA|30130-110|BELO HORIZONTE|MG|1893|442.69
AA100000503BR|EXT|OBJETO EXTRAVIADO|30/03/2024|16:54|832.302.410-26|ANA COSTA|80010-010|CURITIBA|PR|1822|152.54
AA100000504BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|08/07/2024|17:42|289.611.223-38|DIEGO NASCIMENTO|88010-400|FLORIANOPOLIS|SC|3165|158.98
AA100000505BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|21/11/2024|13:58|099.384.253-04|CARLOS LIMA|59010-000|NATAL|RN|4263|484.19
AA100000506BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|17/04/2024|08:50|791.286.857-87|FERNANDA SANTOS|80010-010|CURITIBA|PR|3162|262.74
AA100000507BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|10/09/2024|21:17|969.033.373-63|PATRICIA LIMA|69005-010|MANAUS|AM|3189|285.69
AA100000508BR|OEC|OBJETO EM ROTA DE ENTREGA|10/05/2024|08:08|147.853.907-89|BRUNO FERREIRA|69005-010|MANAUS|AM|3795|233.78
AA100000509BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|07/07/2024|21:20|460.273.415-14|GABRIEL MENDES|90010-160|PORTO ALEGRE|RS|4578|321.83
AA100000510BR|OEC|OBJETO EM ROTA DE ENTREGA|26/04/2024|09:07|150.835.354-44|LUCAS PEREIRA|88010-400|FLORIANOPOLIS|SC|1229|499.20
AA100000511BR|EXT|OBJETO EXTRAVIADO|05/10/2024|14:00|445.669.078-26|JULIANA ALVES|40020-010|SALVADOR|BA|1819|237.22
AA100000512BR|RDE|OBJETO RETORNOU AO REMETENTE|27/10/2024|20:46|751.536.637-78|JOAO DA SILVA|80010-010|CURITIBA|PR|1238|288.75
AA100000513BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|05/06/2024|06:31|553.666.845-90|LEONARDO BARBOSA|29010-330|VITORIA|ES|363|461.07
AA100000514BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|18/06/2024|18:24|361.863.715-97|PATRICIA LIMA|20040-020|RIO DE JANEIRO|RJ|1504|52.16
AA100000515BR|RDE|OBJETO RETORNOU AO REMETENTE|31/03/2024|07:52|970.231.643-34|GABRIEL MENDES|20040-020|RIO DE JANEIRO|RJ|3824|28.73
AA100000516BR|RDE|OBJETO RETORNOU AO REMETENTE|06/01/2024|11:20|662.128.671-63|CARLOS LIMA|59010-000|NATAL|RN|1784|154.88
AA100000517BR|EXT|OBJETO EXTRAVIADO|06/12/2024|21:10|994.938.743-02|THIAGO ARAUJO|20040-020|RIO DE JANEIRO|RJ|3370|302.42
AA100000518BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|26/09/2024|16:58|977.790.147-54|DIEGO NASCIMENTO|74110-010|GOIANIA|GO|1534|207.53
AA100000519BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|12/11/2024|19:29|629.160.324-84|PEDRO OLIVEIRA|88010-400|FLORIANOPOLIS|SC|1879|454.37
AA100000520BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|10/10/2024|09:23|118.567.243-80|THIAGO ARAUJO|01310-100|SAO PAULO|SP|699|319.43
AA100000521BR|EXT|OBJETO EXTRAVIADO|24/08/2024|18:21|636.004.125-77|THIAGO ARAUJO|20040-020|RIO DE JANEIRO|RJ|776|274.21
AA100000522BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|12/08/2024|10:30|422.091.241-86|FERNANDA SANTOS|20040-020|RIO DE JANEIRO|RJ|191|338.69
AA100000523BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|13/08/2024|17:11|308.370.816-47|MARIA SOUZA|74110-010|GOIANIA|GO|138|24.33
AA100000524BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|13/04/2024|13:23|331.060.053-13|ANA COSTA|29010-330|VITORIA|ES|1475|362.01
AA100000525BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|31/07/2024|22:06|558.393.866-13|LUCAS PEREIRA|20040-020|RIO DE JANEIRO|RJ|3021|161.68
AA100000526BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|24/07/2024|16:00|637.314.950-13|LARISSA CARVALHO|60150-160|FORTALEZA|CE|4192|491.55
AA100000527BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|30/12/2024|11:16|195.625.257-15|JOAO DA SILVA|74110-010|GOIANIA|GO|4892|224.46
AA100000528BR|RDE|OBJETO RETORNOU AO REMETENTE|23/11/2024|13:32|903.091.436-39|PEDRO OLIVEIRA|01310-100|SAO PAULO|SP|1226|187.26
AA100000529BR|OEC|OBJETO EM ROTA DE ENTREGA|13/04/2024|10:24|303.975.245-08|LARISSA CARVALHO|66015-110|BELEM|PA|2463|375.28
AA100000530BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|18/06/2024|16:15|380.339.685-27|JOAO DA SILVA|20040-020|RIO DE JANEIRO|RJ|4127|34.99
AA100000531BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|27/01/2024|10:13|212.983.381-67|PATRICIA LIMA|30130-110|BELO HORIZONTE|MG|1718|122.46
AA100000532BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|06/11/2024|13:19|497.347.156-62|AMANDA RIBEIRO|50010-000|RECIFE|PE|3562|252.65
AA100000533BR|EXT|OBJETO EXTRAVIADO|09/08/2024|10:52|706.614.982-82|RAFAEL RODRIGUES|69005-010|MANAUS|AM|3898|152.92
AA100000534BR|OEC|OBJETO EM ROTA DE ENTREGA|11/07/2024|21:04|527.323.008-57|DIEGO NASCIMENTO|57020-480|MACEIO|AL|3506|470.14
AA100000535BR|EXT|OBJETO EXTRAVIADO|10/07/2024|18:31|491.601.692-36|RAFAEL RODRIGUES|29010-330|VITORIA|ES|2955|254.80
AA100000536BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|21/11/2024|17:44|066.337.050-24|NATALIA ROCHA|50010-000|RECIFE|PE|1307|127.14
AA100000537BR|RDE|OBJETO RETORNOU AO REMETENTE|23/10/2024|11:00|116.691.836-26|RAFAEL RODRIGUES|88010-400|FLORIANOPOLIS|SC|2575|250.32
AA100000538BR|RDE|OBJETO RETORNOU AO REMETENTE|03/12/2024|18:37|461.195.243-64|JOAO DA SILVA|30130-110|BELO HORIZONTE|MG|4128|0.79
AA100000539BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|22/12/2024|19:33|646.225.223-72|GABRIEL MENDES|20040-020|RIO DE JANEIRO|RJ|3791|283.55
AA100000540BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|05/04/2024|12:03|234.679.121-41|DIEGO NASCIMENTO|20040-020|RIO DE JANEIRO|RJ|2367|32.13
AA100000541BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|26/10/2024|13:30|710.040.901-38|JOAO DA SILVA|69005-010|MANAUS|AM|4360|493.45
AA100000542BR|OEC|OBJETO EM ROTA DE ENTREGA|05/09/2024|21:48|596.555.535-66|NATALIA ROCHA|01310-100|SAO PAULO|SP|3016|436.54
AA100000543BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|02/01/2024|20:55|620.918.435-79|AMANDA RIBEIRO|90010-160|PORTO ALEGRE|RS|3484|330.11
AA100000544BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|22/11/2024|16:01|505.739.769-15|LARISSA CARVALHO|57020-480|MACEIO|AL|4000|493.44
AA100000545BR|EXT|OBJETO EXTRAVIADO|21/02/2024|18:18|932.898.027-14|ISABELA FREITAS|59010-000|NATAL|RN|3924|84.03
AA100000546BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|29/02/2024|21:42|833.321.160-25|DIEGO NASCIMENTO|29010-330|VITORIA|ES|2396|110.19
AA100000547BR|OEC|OBJETO EM ROTA DE ENTREGA|06/12/2024|21:57|128.715.399-15|DIEGO NASCIMENTO|57020-480|MACEIO|AL|3226|326.96
AA100000548BR|RDE|OBJETO RETORNOU AO REMETENTE|11/08/2024|13:14|414.111.593-19|CAMILA MARTINS|30130-110|BELO HORIZONTE|MG|2667|477.03
AA100000549BR|RDE|OBJETO RETORNOU AO REMETENTE|01/01/2024|15:03|983.665.528-99|JULIANA ALVES|20040-020|RIO DE JANEIRO|RJ|3338|4.59
AA100000550BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|10/06/2024|10:52|437.729.420-95|PATRICIA LIMA|90010-160|PORTO ALEGRE|RS|1111|136.73
AA100000551BR|EXT|OBJETO EXTRAVIADO|20/10/2024|21:40|374.605.233-02|AMANDA RIBEIRO|88010-400|FLORIANOPOLIS|SC|3309|149.55
AA100000552BR|EXT|OBJETO EXTRAVIADO|22/03/2024|06:35|656.756.618-44|LUCAS PEREIRA|88010-400|FLORIANOPOLIS|SC|4589|196.89
AA100000553BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|14/06/2024|07:54|472.927.742-33|LUCAS PEREIRA|88010-400|FLORIANOPOLIS|SC|174|181.11
AA100000554BR|RDE|OBJETO RETORNOU AO REMETENTE|22/02/2024|10:24|620.157.201-85|LEONARDO BARBOSA|69005-010|MANAUS|AM|1317|313.49
AA100000555BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|05/05/2024|07:07|367.492.617-64|THIAGO ARAUJO|80010-010|CURITIBA|PR|195|60.00
AA100000556BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|03/03/2024|21:41|830.999.741-92|DIEGO NASCIMENTO|50010-000|RECIFE|PE|3652|149.18
AA100000557BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|20/02/2024|16:04|826.068.887-18|LEONARDO BARBOSA|90010-160|PORTO ALEGRE|RS|1116|376.75
AA100000558BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|03/12/2024|09:11|920.875.102-93|FERNANDA SANTOS|20040-020|RIO DE JANEIRO|RJ|4707|128.38
AA100000559BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|13/02/2024|09:32|458.260.340-84|ISABELA FREITAS|50010-000|RECIFE|PE|1245|288.54
AA100000560BR|EXT|OBJETO EXTRAVIADO|09/06/2024|22:58|598.831.030-32|PATRICIA LIMA|59010-000|NATAL|RN|1863|478.71
AA100000561BR|RDE|OBJETO RETORNOU AO REMETENTE|09/10/2024|12:37|542.961.844-62|DIEGO NASCIMENTO|50010-000|RECIFE|PE|782|472.37
AA100000562BR|EXT|OBJETO EXTRAVIADO|05/08/2024|10:34|314.359.892-62|BRUNO FERREIRA|29010-330|VITORIA|ES|3652|189.47
AA100000563BR|RDE|OBJETO RETORNOU AO REMETENTE|06/05/2024|08:17|181.861.515-54|CARLOS LIMA|59010-000|NATAL|RN|1949|136.82
AA100000564BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|12/07/2024|13:24|112.849.718-59|PATRICIA LIMA|90010-160|PORTO ALEGRE|RS|2320|303.73
AA100000565BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|28/03/2024|16:48|625.889.679-24|JOAO DA SILVA|66015-110|BELEM|PA|4307|356.61
AA100000566BR|EXT|OBJETO EXTRAVIADO|05/03/2024|10:24|940.539.672-75|THIAGO ARAUJO|90010-160|PORTO ALEGRE|RS|2449|137.91
AA100000567BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|23/09/2024|13:19|146.511.131-29|MARIA SOUZA|20040-020|RIO DE JANEIRO|RJ|2441|277.08
AA100000568BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|06/01/2024|19:43|827.788.160-93|JOAO DA SILVA|88010-400|FLORIANOPOLIS|SC|3581|351.30
AA100000569BR|EXT|OBJETO EXTRAVIADO|25/06/2024|13:47|890.972.832-15|CARLOS LIMA|90010-160|PORTO ALEGRE|RS|2994|476.24
AA100000570BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|10/09/2024|18:10|515.381.447-44|LUCAS PEREIRA|01310-100|SAO PAULO|SP|4759|196.81
AA100000571BR|OEC|OBJETO EM ROTA DE ENTREGA|25/11/2024|22:52|079.705.097-54|CAMILA MARTINS|20040-020|RIO DE JANEIRO|RJ|142|174.86
AA100000572BR|EXT|OBJETO EXTRAVIADO|05/04/2024|18:22|016.731.882-61|AMANDA RIBEIRO|01310-100|SAO PAULO|SP|1374|384.72
AA100000573BR|OEC|OBJETO EM ROTA DE ENTREGA|25/04/2024|21:25|545.628.417-72|CARLOS LIMA|80010-010|CURITIBA|PR|3655|2.91
AA100000574BR|EXT|OBJETO EXTRAVIADO|11/04/2024|09:12|402.665.023-74|ANA COSTA|69005-010|MANAUS|AM|4106|275.06
AA100000575BR|EXT|OBJETO EXTRAVIADO|06/03/2024|16:48|686.211.022-58|JOAO DA SILVA|29010-330|VITORIA|ES|2037|26.02
AA100000576BR|OEC|OBJETO EM ROTA DE ENTREGA|07/08/2024|06:27|744.716.392-82|JULIANA ALVES|60150-160|FORTALEZA|CE|1042|432.08
AA100000577BR|EXT|OBJETO EXTRAVIADO|06/05/2024|19:12|718.923.923-12|DIEGO NASCIMENTO|01310-100|SAO PAULO|SP|2343|495.20
AA100000578BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|06/08/2024|06:39|310.668.433-56|AMANDA RIBEIRO|01310-100|SAO PAULO|SP|4276|213.54
AA100000579BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|04/06/2024|09:17|545.635.020-00|BRUNO FERREIRA|40020-010|SALVADOR|BA|2437|236.03
AA100000580BR|RDE|OBJETO RETORNOU AO REMETENTE|21/02/2024|19:11|475.541.108-25|CAMILA MARTINS|88010-400|FLORIANOPOLIS|SC|3060|371.47
AA100000581BR|RDE|OBJETO RETORNOU AO REMETENTE|27/09/2024|17:15|439.611.291-09|LUCAS PEREIRA|40020-010|SALVADOR|BA|3751|462.75
AA100000582BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|06/10/2024|16:19|738.202.368-48|CAMILA MARTINS|57020-480|MACEIO|AL|3098|224.24
AA100000583BR|EXT|OBJETO EXTRAVIADO|01/03/2024|19:04|768.802.942-40|LEONARDO BARBOSA|01310-100|SAO PAULO|SP|1658|370.36
AA100000584BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|10/09/2024|22:04|278.686.694-32|JOAO DA SILVA|30130-110|BELO HORIZONTE|MG|4784|108.90
AA100000585BR|EXT|OBJETO EXTRAVIADO|05/01/2024|22:29|884.434.481-23|MARIA SOUZA|90010-160|PORTO ALEGRE|RS|2051|145.92
AA100000586BR|EXT|OBJETO EXTRAVIADO|16/03/2024|14:59|240.338.105-95|BRUNO FERREIRA|20040-020|RIO DE JANEIRO|RJ|4599|132.02
AA100000587BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|28/07/2024|15:20|005.342.408-91|DIEGO NASCIMENTO|66015-110|BELEM|PA|2208|435.01
AA100000588BR|EXT|OBJETO EXTRAVIADO|05/11/2024|12:52|735.439.627-36|CAMILA MARTINS|30130-110|BELO HORIZONTE|MG|4024|46.85
AA100000589BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|23/08/2024|11:52|239.724.042-26|NATALIA ROCHA|40020-010|SALVADOR|BA|668|71.76
AA100000590BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|05/05/2024|20:58|618.209.166-01|JOAO DA SILVA|29010-330|VITORIA|ES|458|66.09
AA100000591BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|17/05/2024|10:40|900.185.132-79|THIAGO ARAUJO|59010-000|NATAL|RN|1436|153.69
AA100000592BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|20/03/2024|13:03|848.100.184-18|LARISSA CARVALHO|30130-110|BELO HORIZONTE|MG|109|456.08
AA100000593BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|26/04/2024|19:24|254.361.721-31|PATRICIA LIMA|80010-010|CURITIBA|PR|724|307.85
AA100000594BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|03/07/2024|08:57|092.268.592-62|PATRICIA LIMA|74110-010|GOIANIA|GO|2451|174.19
AA100000595BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|18/05/2024|21:42|541.022.526-77|PEDRO OLIVEIRA|20040-020|RIO DE JANEIRO|RJ|4833|213.73
AA100000596BR|EXT|OBJETO EXTRAVIADO|22/05/2024|10:05|522.655.767-69|BRUNO FERREIRA|30130-110|BELO HORIZONTE|MG|2114|191.59
AA100000597BR|RDE|OBJETO RETORNOU AO REMETENTE|11/09/2024|21:34|836.196.893-13|CAMILA MARTINS|01310-100|SAO PAULO|SP|1765|496.95
AA100000598BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|04/07/2024|21:08|105.524.728-63|LUCAS PEREIRA|59010-000|NATAL|RN|1939|27.93
AA100000599BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|01/03/2024|10:24|065.019.179-20|CARLOS LIMA|80010-010|CURITIBA|PR|1257|39.50
AA100000600BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|07/01/2024|19:09|272.847.657-04|ANA COSTA|30130-110|BELO HORIZONTE|MG|591|440.58
AA100000601BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|05/11/2024|11:32|206.678.498-43|LARISSA CARVALHO|57020-480|MACEIO|AL|1384|135.91
AA100000602BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|24/09/2024|18:08|369.036.289-17|AMANDA RIBEIRO|80010-010|CURITIBA|PR|3418|413.63
AA100000603BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|28/01/2024|17:41|634.111.595-03|PATRICIA LIMA|30130-110|BELO HORIZONTE|MG|4536|53.23
AA100000604BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|01/11/2024|06:48|438.303.419-90|LEONARDO BARBOSA|29010-330|VITORIA|ES|4063|22.84
AA100000605BR|OEC|OBJETO EM ROTA DE ENTREGA|17/02/2024|15:00|546.835.652-15|LARISSA CARVALHO|57020-480|MACEIO|AL|4225|50.50
AA100000606BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|13/01/2024|18:30|904.227.113-32|FERNANDA SANTOS|90010-160|PORTO ALEGRE|RS|4329|496.14
AA100000607BR|RDE|OBJETO RETORNOU AO REMETENTE|29/11/2024|22:59|572.545.960-63|LUCAS PEREIRA|74110-010|GOIANIA|GO|714|479.01
AA100000608BR|RDE|OBJETO RETORNOU AO REMETENTE|17/11/2024|21:06|024.817.175-24|FERNANDA SANTOS|20040-020|RIO DE JANEIRO|RJ|2394|288.26
AA100000609BR|OEC|OBJETO EM ROTA DE ENTREGA|15/02/2024|08:11|747.472.197-05|PATRICIA LIMA|69005-010|MANAUS|AM|3450|428.50
AA100000610BR|EXT|OBJETO EXTRAVIADO|07/03/2024|20:23|895.516.874-09|MARIA SOUZA|88010-400|FLORIANOPOLIS|SC|2105|349.87
AA100000611BR|RDE|OBJETO RETORNOU AO REMETENTE|05/01/2024|10:54|146.296.136-71|CAMILA MARTINS|50010-000|RECIFE|PE|3937|321.24
AA100000612BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|25/02/2024|08:11|166.365.155-97|LUCAS PEREIRA|88010-400|FLORIANOPOLIS|SC|4001|57.16
AA100000613BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|20/01/2024|10:30|235.909.605-67|LUCAS PEREIRA|01310-100|SAO PAULO|SP|1832|434.01
AA100000614BR|EXT|OBJETO EXTRAVIADO|04/08/2024|14:16|212.146.147-68|LUCAS PEREIRA|66015-110|BELEM|PA|2225|92.04
AA100000615BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|17/02/2024|19:21|423.567.782-65|LEONARDO BARBOSA|69005-010|MANAUS|AM|181|280.45
AA100000616BR|RDE|OBJETO RETORNOU AO REMETENTE|11/04/2024|08:46|992.550.272-75|ANA COSTA|29010-330|VITORIA|ES|3429|131.40
AA100000617BR|EXT|OBJETO EXTRAVIADO|02/01/2024|20:53|279.103.368-29|DIEGO NASCIMENTO|40020-010|SALVADOR|BA|2951|104.88
AA100000618BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|13/12/2024|06:23|504.481.776-65|CAMILA MARTINS|59010-000|NATAL|RN|4543|212.92
AA100000619BR|OEC|OBJETO EM ROTA DE ENTREGA|28/02/2024|11:29|652.892.866-46|PATRICIA LIMA|88010-400|FLORIANOPOLIS|SC|912|497.68
AA100000620BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|15/02/2024|06:39|617.981.789-04|LARISSA CARVALHO|40020-010|SALVADOR|BA|1925|388.44
AA100000621BR|RDE|OBJETO RETORNOU AO REMETENTE|14/07/2024|09:12|715.766.053-84|RAFAEL RODRIGUES|57020-480|MACEIO|AL|2266|153.70
AA100000622BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|10/12/2024|13:00|600.025.895-52|LEONARDO BARBOSA|69005-010|MANAUS|AM|2081|277.87
AA100000623BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|08/04/2024|18:53|096.262.658-26|JULIANA ALVES|20040-020|RIO DE JANEIRO|RJ|1134|252.13
AA100000624BR|EXT|OBJETO EXTRAVIADO|22/10/2024|18:53|482.531.106-09|CARLOS LIMA|01310-100|SAO PAULO|SP|4553|460.30
AA100000625BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|19/10/2024|18:01|275.233.438-36|RAFAEL RODRIGUES|66015-110|BELEM|PA|523|137.48
AA100000626BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|17/11/2024|06:40|911.791.124-42|PEDRO OLIVEIRA|20040-020|RIO DE JANEIRO|RJ|4148|422.31
AA100000627BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|19/07/2024|09:31|061.713.665-72|FERNANDA SANTOS|60150-160|FORTALEZA|CE|183|451.82
AA100000628BR|EXT|OBJETO EXTRAVIADO|17/10/2024|07:07|557.998.028-41|LUCAS PEREIRA|74110-010|GOIANIA|GO|342|267.98
AA100000629BR|RDE|OBJETO RETORNOU AO REMETENTE|19/09/2024|10:13|513.052.312-44|AMANDA RIBEIRO|40020-010|SALVADOR|BA|853|174.28
AA100000630BR|RDE|OBJETO RETORNOU AO REMETENTE|29/11/2024|15:29|768.634.234-61|LEONARDO BARBOSA|29010-330|VITORIA|ES|4913|155.79
AA100000631BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|06/09/2024|19:56|769.459.196-63|LEONARDO BARBOSA|80010-010|CURITIBA|PR|3163|448.95
AA100000632BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|18/08/2024|11:56|084.964.985-60|ANA COSTA|30130-110|BELO HORIZONTE|MG|2743|214.69
AA100000633BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|02/07/2024|13:04|355.251.050-53|THIAGO ARAUJO|74110-010|GOIANIA|GO|2734|449.37
AA100000634BR|RDE|OBJETO RETORNOU AO REMETENTE|03/02/2024|18:18|938.318.491-96|LARISSA CARVALHO|80010-010|CURITIBA|PR|2722|99.08
