NR_CONHECIMENTO,DT_OCORRENCIA,HR_OCORRENCIA,CD_OCORRENCIA,DS_OCORRENCIA,NR_CPF_CNPJ,NM_DESTINATARIO,NR_CEP,NM_CIDADE,SG_UF,VL_FRETE,VL_MERCADORIA,NR_TENTATIVA
JL9000000527,2024-02-01,11:20:00,S,SAIU PARA ENTREGA,54613087308,LEONARDO BARBOSA,57020480,MACEIO,AL,41.98,443.00,1
JL9000000528,2024-01-05,20:48:00,S,SAIU PARA ENTREGA,27777118425,CARLOS LIMA,88010400,FLORIANOPOLIS,SC,60.74,326.24,1
JL9000000529,2024-07-18,12:00:00,E,EXTRAVIO,71210242344730,CAMILA MARTINS,88010400,FLORIANOPOLIS,SC,55.42,424.38,1
JL9000000530,2024-12-20,20:30:00,D,ENTREGUE,61997165965,DIEGO NASCIMENTO,69005010,MANAUS,AM,63.42,203.36,1
JL9000000531,2024-01-21,18:33:00,S,SAIU PARA ENTREGA,40095224265379,LUCAS PEREIRA,88010400,FLORIANOPOLIS,SC,21.13,418.89,1
JL9000000532,2024-10-23,08:48:00,V,TENTATIVA SEM SUCESSO - AUSENTE,90705473601,BRUNO FERREIRA,50010000,RECIFE,PE,64.78,293.37,2
JL9000000533,2024-02-12,16:02:00,R,DEVOLVIDO AO REMETENTE,01626008026,CAMILA MARTINS,90010160,PORTO ALEGRE,RS,49.17,104.47,1
JL9000000534,2024-05-13,20:58:00,V,TENTATIVA SEM SUCESSO - AUSENTE,83354883571,NATALIA ROCHA,30130110,BELO HORIZONTE,MG,15.76,285.23,2
JL9000000535,2024-08-29,08:52:00,V,TENTATIVA SEM SUCESSO - AUSENTE,86643203172,LARISSA CARVALHO,69005010,MANAUS,AM,34.27,389.34,2
JL9000000536,2024-03-13,15:25:00,E,EXTRAVIO,92724000208,DIEGO NASCIMENTO,66015110,BELEM,PA,11.57,152.10,1
JL9000000537,2024-07-12,06:20:00,D,ENTREGUE,85432716303,JULIANA ALVES,80010010,CURITIBA,PR,72.70,422.51,1
JL9000000538,2024-04-21,18:38:00,R,DEVOLVIDO AO REMETENTE,30100090899,JULIANA ALVES,20040020,RIO DE JANEIRO,RJ,47.82,260.52,1
JL9000000539,2024-01-02,15:54:00,E,EXTRAVIO,28354158929,MARIA SOUZA,74110010,GOIANIA,GO,61.25,24.68,1
JL9000000540,2024-05-14,13:40:00,T,EM TRANSFERENCIA,13662808122,LARISSA CARVALHO,90010160,PORTO ALEGRE,RS,12.81,426.52,1
JL9000000541,2024-10-19,15:49:00,T,EM TRANSFERENCIA,47053110583,JULIANA ALVES,01310100,SAO PAULO,SP,70.07,216.33,1
JL9000000542,2024-04-13,20:39:00,E,EXTRAVIO,21891426937,LARISSA CARVALHO,88010400,FLORIANOPOLIS,SC,70.17,323.82,1
JL9000000543,2024-02-23,18:51:00,T,EM TRANSFERENCIA,18776288363,LARISSA CARVALHO,90010160,PORTO ALEGRE,RS,45.87,332.40,1
JL9000000544,2024-07-02,06:05:00,R,DEVOLVIDO AO REMETENTE,27629226667,GABRIEL MENDES,59010000,NATAL,RN,57.76,5.60,1
JL9000000545,2024-12-24,12:28:00,R,DEVOLVIDO AO REMETENTE,65228989074,LEONARDO BARBOSA,74110010,GOIANIA,GO,25.41,159.00,1
JL9000000546,2024-10-01,09:08:00,V,TENTATIVA SEM SUCESSO - AUSENTE,77726597640,ISABELA FREITAS,59010000,NATAL,RN,21.53,278.52,2
JL9000000547,2024-09-29,06:20:00,D,ENTREGUE,41716578939,PEDRO OLIVEIRA,59010000,NATAL,RN,18.01,478.63,1
JL9000000548,2024-06-29,18:22:00,D,ENTREGUE,71148600500,NATALIA ROCHA,30130110,BELO HORIZONTE,MG,26.86,297.18,1
JL9000000549,2024-11-22,11:33:00,T,EM TRANSFERENCIA,75703029301,ANA COSTA,88010400,FLORIANOPOLIS,SC,71.16,169.95,1
JL9000000550,2024-01-07,08:41:00,E,EXTRAVIO,07429069522,FERNANDA SANTOS,40020010,SALVADOR,BA,69.27,204.04,1
JL9000000551,2024-04-17,09:40:00,E,EXTRAVIO,20073024266249,THIAGO ARAUJO,80010010,CURITIBA,PR,25.22,472.60,1
JL9000000552,2024-11-21,15:01:00,R,DEVOLVIDO AO REMETENTE,71446956740,DIEGO NASCIMENTO,90010160,PORTO ALEGRE,RS,73.03,394.49,1
JL9000000553,2024-07-04,15:16:00,V,TENTATIVA SEM SUCESSO - AUSENTE,51466886583,RAFAEL RODRIGUES,90010160,PORTO ALEGRE,RS,22.28,148.34,2
JL9000000554,2024-04-27,17:41:00,E,EXTRAVIO,26736648532,JOAO DA SILVA,59010000,NATAL,RN,55.74,230.36,1
JL9000000555,2024-07-05,22:30:00,D,ENTREGUE,94326983443,LARISSA CARVALHO,74110010,GOIANIA,GO,57.72,433.26,1
JL9000000556,2024-01-17,17:01:00,R,DEVOLVIDO AO REMETENTE,50509284672,JOAO DA SILVA,01310100,SAO PAULO,SP,40.97,140.18,1
JL9000000557,2024-11-04,12:36:00,D,ENTREGUE,73729545038,JOAO DA SILVA,20040020,RIO DE JANEIRO,RJ,38.36,167.54,1
JL9000000558,2024-06-28,09:22:00,D,ENTREGUE,04502814353,PEDRO OLIVEIRA,30130110,BELO HORIZONTE,MG,73.44,298.31,1
JL9000000559,2024-12-16,13:52:00,S,SAIU PARA ENTREGA,95311123590,RAFAEL RODRIGUES,59010000,NATAL,RN,20.01,178.98,1
JL9000000560,2024-08-23,14:09:00,E,EXTRAVIO,62510857383,ISABELA FREITAS,88010400,FLORIANOPOLIS,SC,56.74,174.28,1
JL9000000561,2024-06-24,08:16:00,R,DEVOLVIDO AO REMETENTE,09193511745,CAMILA MARTINS,80010010,CURITIBA,PR,62.42,109.96,1
JL9000000562,2024-08-20,07:59:00,T,EM TRANSFERENCIA,28167337461215,AMANDA RIBEIRO,80010010,CURITIBA,PR,77.36,359.57,1
JL9000000563,2024-03-26,19:16:00,D,ENTREGUE,60848187620990,LARISSA CARVALHO,74110010,GOIANIA,GO,24.85,301.75,1
JL9000000564,2024-08-08,13:01:00,S,SAIU PARA ENTREGA,95167045059,LEONARDO BARBOSA,90010160,PORTO ALEGRE,RS,18.28,410.44,1
JL9000000565,2024-12-12,19:28:00,S,SAIU PARA ENTREGA,12343888048,CAMILA MARTINS,59010000,NATAL,RN,75.37,328.79,1
JL9000000566,2024-11-28,10:03:00,S,SAIU PARA ENTREGA,36450282313,RAFAEL RODRIGUES,30130110,BELO HORIZONTE,MG,41.94,383.55,1
JL9000000567,2024-08-14,18:29:00,S,SAIU PARA ENTREGA,11549044318,LUCAS PEREIRA,66015110,BELEM,PA,29.54,217.94,1
JL9000000568,2024-11-10,17:14:00,D,ENTREGUE,29771150629,ANA COSTA,66015110,BELEM,PA,75.40,302.48,1
JL9000000569,2024-07-18,16:51:00,D,ENTREGUE,32816291087,JULIANA ALVES,59010000,NATAL,RN,52.54,78.37,1
JL9000000570,2024-10-30,13:25:00,E,EXTRAVIO,57376710529,GABRIEL MENDES,66015110,BELEM,PA,40.49,0.49,1
JL9000000571,2024-11-25,15:22:00,E,EXTRAVIO,15304450020,CARLOS LIMA,29010330,VITORIA,ES,54.53,371.20,1
JL9000000572,2024-09-23,13:35:00,T,EM TRANSFERENCIA,03450295867,DIEGO NASCIMENTO,01310100,SAO PAULO,SP,25.12,389.56,1
JL9000000573,2024-05-19,06:38:00,R,DEVOLVIDO AO REMETENTE,46754182368,GABRIEL MENDES,20040020,RIO DE JANEIRO,RJ,11.22,444.33,1
JL9000000574,2024-10-08,10:28:00,S,SAIU PARA ENTREGA,51334601842201,JULIANA ALVES,90010160,PORTO ALEGRE,RS,55.34,84.53,1
JL9000000575,2024-04-30,11:02:00,E,EXTRAVIO,16816360389,PEDRO OLIVEIRA,66015110,BELEM,PA,75.57,239.44,1
JL9000000576,2024-05-05,18:38:00,D,ENTREGUE,89476720005,CARLOS LIMA,20040020,RIO DE JANEIRO,RJ,26.50,358.64,1
JL9000000577,2024-01-26,21:58:00,D,ENTREGUE,63485089512,LUCAS PEREIRA,50010000,RECIFE,PE,8.46,185.66,1
JL9000000578,2024-02-26,08:39:00,V,TENTATIVA SEM SUCESSO - AUSENTE,45456972965,BRUNO FERREIRA,69005010,MANAUS,AM,67.23,300.02,2
JL9000000579,2024-08-20,19:31:00,D,ENTREGUE,71886263956,ANA COSTA,30130110,BELO HORIZONTE,MG,61.44,382.46,1
JL9000000580,2024-07-14,20:34:00,S,SAIU PARA ENTREGA,55737138874,MARIA SOUZA,30130110,BELO HORIZONTE,MG,60.52,108.71,1
JL9000000581,2024-12-01,15:42:00,T,EM TRANSFERENCIA,44662763304,ANA COSTA,20040020,RIO DE JANEIRO,RJ,66.00,208.05,1
JL9000000582,2024-02-19,15:11:00,R,DEVOLVIDO AO REMETENTE,52483196863,LARISSA CARVALHO,60150160,FORTALEZA,CE,42.50,420.86,1
JL9000000583,2024-07-17,16:24:00,E,EXTRAVIO,69870368830,JOAO DA SILVA,60150160,FORTALEZA,CE,46.97,243.21,1
JL9000000584,2024-11-04,13:25:00,R,DEVOLVIDO AO REMETENTE,15922912706,BRUNO FERREIRA,74110010,GOIANIA,GO,24.06,32.21,1
JL9000000585,2024-05-15,07:24:00,R,DEVOLVIDO AO REMETENTE,29118722824,AMANDA RIBEIRO,20040020,RIO DE JANEIRO,RJ,45.34,10.21,1
JL9000000586,2024-10-01,09:28:00,R,DEVOLVIDO AO REMETENTE,60757898497,PATRICIA LIMA,74110010,GOIANIA,GO,52.23,312.14,1
JL9000000587,2024-01-30,16:10:00,S,SAIU PARA ENTREGA,11486565818981,JOAO DA SILVA,69005010,MANAUS,AM,13.54,105.63,1
JL9000000588,2024-12-16,16:26:00,S,SAIU PARA ENTREGA,63129755726169,PATRICIA LIMA,74110010,GOIANIA,GO,37.56,244.00,1
JL9000000589,2024-10-14,22:04:00,D,ENTREGUE,38999068201,LUCAS PEREIRA,66015110,BELEM,PA,67.28,249.80,1
JL9000000590,2024-08-06,21:22:00,S,SAIU PARA ENTREGA,21633613179,GABRIEL MENDES,80010010,CURITIBA,PR,27.28,18.32,1
JL9000000591,2024-01-24,15:44:00,E,EXTRAVIO,37295458583,BRUNO FERREIRA,88010400,FLORIANOPOLIS,SC,38.32,483.84,1
JL9000000592,2024-04-30,09:09:00,T,EM TRANSFERENCIA,39225517419,FERNANDA SANTOS,80010010,CURITIBA,PR,48.15,439.08,1
JL9000000593,2024-11-18,14:53:00,T,EM TRANSFERENCIA,21236018639,NATALIA ROCHA,60150160,FORTALEZA,CE,33.78,48.83,1
JL9000000594,2024-04-16,14:20:00,S,SAIU PARA ENTREGA,63093079685909,LARISSA CARVALHO,88010400,FLORIANOPOLIS,SC,55.64,181.18,1
JL9000000595,2024-10-23,20:08:00,R,DEVOLVIDO AO REMETENTE,08992177351,LARISSA CARVALHO,69005010,MANAUS,AM,44.59,33.27,1
JL9000000596,2024-04-15,12:39:00,T,EM TRANSFERENCIA,67072173402422,FERNANDA SANTOS,88010400,FLORIANOPOLIS,SC,69.27,135.19,1
JL9000000597,2024-12-18,22:56:00,R,DEVOLVIDO AO REMETENTE,06323654018,ANA COSTA,66015110,BELEM,PA,64.94,145.09,1
JL9000000598,2024-03-27,15:48:00,E,EXTRAVIO,42024350947,LARISSA CARVALHO,80010010,CURITIBA,PR,58.51,468.99,1
JL9000000599,2024-03-01,22:27:00,R,DEVOLVIDO AO REMETENTE,56409941475398,NATALIA ROCHA,88010400,FLORIANOPOLIS,SC,12.68,96.26,1
JL9000000600,2024-01-20,16:19:00,R,DEVOLVIDO AO REMETENTE,51908261103565,NATALIA ROCHA,60150160,FORTALEZA,CE,21.05,288.95,1
JL9000000601,2024-03-30,07:40:00,S,SAIU PARA ENTREGA,66696922953,JULIANA ALVES,90010160,PORTO ALEGRE,RS,35.63,284.34,1
JL9000000602,2024-02-17,08:40:00,E,EXTRAVIO,39093424240,DIEGO NASCIMENTO,69005010,MANAUS,AM,56.48,256.19,1
JL9000000603,2024-04-06,14:26:00,S,SAIU PARA ENTREGA,48893343751,GABRIEL MENDES,69005010,MANAUS,AM,39.40,306.15,1
JL9000000604,2024-01-20,22:27:00,V,TENTATIVA SEM SUCESSO - AUSENTE,24382692855,JOAO DA SILVA,50010000,RECIFE,PE,27.37,170.01,2
JL9000000605,2024-01-12,17:10:00,E,EXTRAVIO,89594703969,LARISSA CARVALHO,60150160,FORTALEZA,CE,31.53,161.36,1
JL9000000606,2024-02-19,21:25:00,V,TENTATIVA SEM SUCESSO - AUSENTE,71883009954288,THIAGO ARAUJO,40020010,SALVADOR,BA,75.29,492.98,2
JL9000000607,2024-11-08,18:42:00,T,EM TRANSFERENCIA,66798994706,ANA COSTA,50010000,RECIFE,PE,58.42,427.57,1
JL9000000608,2024-01-12,19:37:00,D,ENTREGUE,49711038471567,CAMILA MARTINS,69005010,MANAUS,AM,39.11,162.90,1
JL9000000609,2024-11-30,16:04:00,E,EXTRAVIO,60167449234,LUCAS PEREIRA,80010010,CURITIBA,PR,51.97,319.83,1
JL9000000610,2024-08-10,22:20:00,D,ENTREGUE,45056693754,MARIA SOUZA,30130110,BELO HORIZONTE,MG,67.39,374.69,1
JL9000000611,2024-05-15,11:50:00,E,EXTRAVIO,78925714025,MARIA SOUZA,59010000,NATAL,RN,57.14,120.36,1
JL9000000612,2024-06-14,21:27:00,R,DEVOLVIDO AO REMETENTE,64816384936806,LUCAS PEREIRA,80010010,CURITIBA,PR,44.87,110.37,1
JL9000000613,2024-02-13,06:49:00,D,ENTREGUE,27896951930,PATRICIA LIMA,66015110,BELEM,PA,74.29,429.83,1
JL9000000614,2024-03-16,21:29:00,V,TENTATIVA SEM SUCESSO - AUSENTE,70365620363,RAFAEL RODRIGUES,60150160,FORTALEZA,CE,56.96,105.64,2
JL9000000615,2024-10-31,14:25:00,E,EXTRAVIO,63318123357,LARISSA CARVALHO,20040020,RIO DE JANEIRO,RJ,42.33,421.11,1
JL9000000616,2024-01-25,20:56:00,S,SAIU PARA ENTREGA,74457762626,JULIANA ALVES,69005010,MANAUS,AM,40.00,156.58,1
JL9000000617,2024-01-22,22:39:00,E,EXTRAVIO,97747594434,GABRIEL MENDES,88010400,FLORIANOPOLIS,SC,32.07,293.72,1
JL9000000618,2024-04-07,20:47:00,T,EM TRANSFERENCIA,03767687404,CARLOS LIMA,01310100,SAO PAULO,SP,77.00,240.01,1
JL9000000619,2024-08-27,17:05:00,V,TENTATIVA SEM SUCESSO - AUSENTE,53411573309,LEONARDO BARBOSA,01310100,SAO PAULO,SP,64.79,321.67,2
JL9000000620,2024-01-24,14:47:00,D,ENTREGUE,56582344538,BRUNO FERREIRA,66015110,BELEM,PA,55.32,182.73,1
JL9000000621,2024-06-24,11:58:00,S,SAIU PARA ENTREGA,26600047091,PEDRO OLIVEIRA,01310100,SAO PAULO,SP,60.96,407.47,1
JL9000000622,2024-10-26,17:52:00,T,EM TRANSFERENCIA,99899651181583,THIAGO ARAUJO,29010330,VITORIA,ES,74.90,200.90,1
JL9000000623,2024-02-09,15:46:00,V,TENTATIVA SEM SUCESSO - AUSENTE,61868704796,DIEGO NASCIMENTO,66015110,BELEM,PA,54.86,390.99,2
JL9000000624,2024-07-15,10:45:00,E,EXTRAVIO,52565995089142,JULIANA ALVES,88010400,FLORIANOPOLIS,SC,24.67,365.00,1
JL9000000625,2024-10-21,11:31:00,T,EM TRANSFERENCIA,05473986221,RAFAEL RODRIGUES,01310100,SAO PAULO,SP,33.53,108.14,1
JL9000000626,2024-02-15,18:24:00,D,ENTREGUE,47338914785,FERNANDA SANTOS,60150160,FORTALEZA,CE,40.77,432.37,1
JL9000000627,2024-03-06,06:12:00,V,TENTATIVA SEM SUCESSO - AUSENTE,41023873518,LARISSA CARVALHO,69005010,MANAUS,AM,30.33,433.53,2
JL9000000628,2024-09-11,21:19:00,D,ENTREGUE,35183025853,RAFAEL RODRIGUES,57020480,MACEIO,AL,76.02,209.20,1
JL9000000629,2024-06-11,08:22:00,S,SAIU PARA ENTREGA,88521789559,NATALIA ROCHA,01310100,SAO PAULO,SP,66.24,261.26,1
JL9000000630,2024-12-27,08:58:00,S,SAIU PARA ENTREGA,86558167592,LUCAS PEREIRA,90010160,PORTO ALEGRE,RS,22.80,426.91,1
JL9000000631,2024-10-27,13:19:00,E,EXTRAVIO,91800381463,RAFAEL RODRIGUES,30130110,BELO HORIZONTE,MG,58.66,491.01,1
JL9000000632,2024-03-29,15:58:00,S,SAIU PARA ENTREGA,95973091218527,LUCAS PEREIRA,60150160,FORTALEZA,CE,14.53,43.58,1
JL9000000633,2024-07-24,08:12:00,S,SAIU PARA ENTREGA,55301530304407,THIAGO ARAUJO,90010160,PORTO ALEGRE,RS,14.33,356.11,1
JL9000000634,2024-01-25,19:23:00,E,EXTRAVIO,55766345418,FERNANDA SANTOS,74110010,GOIANIA,GO,50.55,70.68,1
JL9000000635,2024-11-10,14:21:00,S,SAIU PARA ENTREGA,41910616691008,CARLOS LIMA,30130110,BELO HORIZONTE,MG,55.82,67.00,1
JL9000000636,2024-03-04,18:34:00,S,SAIU PARA ENTREGA,82217562699,DIEGO NASCIMENTO,30130110,BELO HORIZONTE,MG,10.19,96.78,1
JL9000000637,2024-05-18,21:36:00,R,DEVOLVIDO AO REMETENTE,00593257228703,FERNANDA SANTOS,30130110,BELO HORIZONTE,MG,10.20,480.08,1
JL9000000638,2024-12-04,20:58:00,V,TENTATIVA SEM SUCESSO - AUSENTE,97243871295,PEDRO OLIVEIRA,60150160,FORTALEZA,CE,32.10,450.48,2
JL9000000639,2024-01-23,16:43:00,E,EXTRAVIO,02860604802,FERNANDA SANTOS,60150160,FORTALEZA,CE,8.92,391.59,1
JL9000000640,2024-06-02,21:16:00,T,EM TRANSFERENCIA,69509041898,BRUNO FERREIRA,69005010,MANAUS,AM,36.23,343.91,1
JL9000000641,2024-04-14,07:06:00,T,EM TRANSFERENCIA,56238878887,DIEGO NASCIMENTO,80010010,CURITIBA,PR,38.64,491.27,1
JL9000000642,2024-11-10,13:04:00,S,SAIU PARA ENTREGA,06229011386,JOAO DA SILVA,57020480,MACEIO,AL,28.12,415.35,1
JL9000000643,2024-05-21,20:57:00,D,ENTREGUE,90380351489,BRUNO FERREIRA,88010400,FLORIANOPOLIS,SC,25.70,84.24,1
JL9000000644,2024-10-18,15:19:00,D,ENTREGUE,14790534728,JULIANA ALVES,74110010,GOIANIA,GO,33.81,46.49,1
JL9000000645,2024-07-28,21:13:00,R,DEVOLVIDO AO REMETENTE,95326708488686,BRUNO FERREIRA,69005010,MANAUS,AM,57.59,74.62,1
JL9000000646,2024-03-26,17:49:00,R,DEVOLVIDO AO REMETENTE,82282801832,JULIANA ALVES,80010010,CURITIBA,PR,23.10,218.39,1
JL9000000647,2024-09-18,22:21:00,T,EM TRANSFERENCIA,46767809645,ISABELA FREITAS,40020010,SALVADOR,BA,42.53,134.40,1
JL9000000648,2024-05-23,16:53:00,E,EXTRAVIO,21353175559,FERNANDA SANTOS,57020480,MACEIO,AL,44.21,311.33,1
JL9000000649,2024-05-20,20:17:00,D,ENTREGUE,14862675119,NATALIA ROCHA,50010000,RECIFE,PE,38.56,167.32,1
JL9000000650,2024-05-17,19:22:00,V,TENTATIVA SEM SUCESSO - AUSENTE,56419678963009,LUCAS PEREIRA,80010010,CURITIBA,PR,61.02,409.09,2
JL9000000651,2024-02-01,09:25:00,S,SAIU PARA ENTREGA,15972242284,ISABELA FREITAS,29010330,VITORIA,ES,61.65,152.65,1
JL9000000652,2024-12-05,11:30:00,T,EM TRANSFERENCIA,09846018040,LUCAS PEREIRA,40020010,SALVADOR,BA,73.52,276.77,1
JL9000000653,2024-02-06,16:55:00,S,SAIU PARA ENTREGA,35866715544,LARISSA CARVALHO,57020480,MACEIO,AL,9.14,122.52,1
JL9000000654,2024-03-19,18:02:00,E,EXTRAVIO,74627205364,NATALIA ROCHA,74110010,GOIANIA,GO,12.53,299.65,1
JL9000000655,2024-03-19,22:52:00,V,TENTATIVA SEM SUCESSO - AUSENTE,28502155383,JOAO DA SILVA,66015110,BELEM,PA,43.79,170.09,2
JL9000000656,2024-06-12,10:05:00,S,SAIU PARA ENTREGA,64395678446,JOAO DA SILVA,50010000,RECIFE,PE,48.40,388.38,1
JL9000000657,2024-01-12,21:53:00,V,TENTATIVA SEM SUCESSO - AUSENTE,99198177551294,PATRICIA LIMA,20040020,RIO DE JANEIRO,RJ,65.13,302.01,2
JL9000000658,2024-03-25,16:13:00,R,DEVOLVIDO AO REMETENTE,49828385974776,CAMILA MARTINS,69005010,MANAUS,AM,64.17,291.17,1
JL9000000659,2024-01-19,21:01:00,V,TENTATIVA SEM SUCESSO - AUSENTE,94343687715,LARISSA CARVALHO,29010330,VITORIA,ES,48.58,475.37,2
JL9000000660,2024-01-02,14:49:00,E,EXTRAVIO,07634153597,THIAGO ARAUJO,20040020,RIO DE JANEIRO,RJ,79.58,332.00,1
JL9000000661,2024-02-26,09:21:00,R,DEVOLVIDO AO REMETENTE,73494314872,FERNANDA SANTOS,80010010,CURITIBA,PR,75.87,234.15,1
JL9000000662,2024-09-13,16:25:00,V,TENTATIVA SEM SUCESSO - AUSENTE,54741685573952,JULIANA ALVES,59010000,NATAL,RN,18.41,183.36,2
JL9000000663,2024-07-09,17:35:00,D,ENTREGUE,95794758166,MARIA SOUZA,30130110,BELO HORIZONTE,MG,64.69,454.97,1
JL9000000664,2024-05-14,09:49:00,S,SAIU PARA ENTREGA,33470407146,LEONARDO BARBOSA,50010000,RECIFE,PE,53.62,48.01,1
JL9000000665,2024-09-09,21:46:00,R,DEVOLVIDO AO REMETENTE,41855950837,PATRICIA LIMA,80010010,CURITIBA,PR,59.40,201.21,1
JL9000000666,2024-03-03,20:01:00,S,SAIU PARA ENTREGA,61017590017,MARIA SOUZA,69005010,MANAUS,AM,41.12,395.29,1
JL9000000667,2024-05-18,07:31:00,E,EXTRAVIO,92855162159,JULIANA ALVES,66015110,BELEM,PA,47.58,395.73,1
JL9000000668,2024-10-26,19:28:00,T,EM TRANSFERENCIA,53673558960,AMANDA RIBEIRO,01310100,SAO PAULO,SP,40.72,66.42,1
JL9000000669,2024-10-02,12:17:00,D,ENTREGUE,35139014309,THIAGO ARAUJO,57020480,MACEIO,AL,69.72,82.48,1
JL9000000670,2024-11-21,15:39:00,S,SAIU PARA ENTREGA,35796714803,JOAO DA SILVA,66015110,BELEM,PA,11.71,228.14,1
JL9000000671,2024-04-26,17:49:00,R,DEVOLVIDO AO REMETENTE,58260825263,AMANDA RIBEIRO,29010330,VITORIA,ES,50.57,132.21,1
JL9000000672,2024-02-04,10:56:00,E,EXTRAVIO,86691122321,RAFAEL RODRIGUES,66015110,BELEM,PA,55.35,161.14,1
JL9000000673,2024-03-22,18:05:00,D,ENTREGUE,89259465744,DIEGO NASCIMENTO,57020480,MACEIO,AL,34.81,107.39,1
JL9000000674,2024-07-10,16:17:00,V,TENTATIVA SEM SUCESSO - AUSENTE,18185136738,JOAO DA SILVA,66015110,BELEM,PA,32.35,28.97,2
JL9000000675,2024-10-09,09:44:00,E,EXTRAVIO,68418471462,FERNANDA SANTOS,01310100,SAO PAULO,SP,76.12,130.52,1
JL9000000676,2024-09-24,13:12:00,S,SAIU PARA ENTREGA,01127283603,JOAO DA SILVA,90010160,PORTO ALEGRE,RS,42.68,388.86,1
JL9000000677,2024-05-29,20:58:00,T,EM TRANSFERENCIA,90676183762950,AMANDA RIBEIRO,69005010,MANAUS,AM,55.10,344.52,1
JL9000000678,2024-02-03,19:11:00,D,ENTREGUE,04888680418,DIEGO NASCIMENTO,59010000,NATAL,RN,49.35,22.36,1
JL9000000679,2024-12-09,11:24:00,V,TENTATIVA SEM SUCESSO - AUSENTE,64967419916,MARIA SOUZA,80010010,CURITIBA,PR,59.69,342.34,2
JL9000000680,2024-04-28,06:24:00,V,TENTATIVA SEM SUCESSO - AUSENTE,90970342519,THIAGO ARAUJO,66015110,BELEM,PA,11.82,276.16,2
JL9000000681,2024-07-10,09:12:00,T,EM TRANSFERENCIA,29670742153,PEDRO OLIVEIRA,74110010,GOIANIA,GO,25.93,450.66,1
JL9000000682,2024-03-11,16:10:00,T,EM TRANSFERENCIA,22169088754,GABRIEL MENDES,01310100,SAO PAULO,SP,18.19,421.52,1
JL9000000683,2024-11-04,13:12:00,V,TENTATIVA SEM SUCESSO - AUSENTE,84391065735,PEDRO OLIVEIRA,50010000,RECIFE,PE,30.43,459.14,2
JL9000000684,2024-07-12,12:49:00,R,DEVOLVIDO AO REMETENTE,10214012833,PEDRO OLIVEIRA,74110010,GOIANIA,GO,31.79,256.61,1
JL9000000685,2024-11-21,21:36:00,E,EXTRAVIO,35971771703056,GABRIEL MENDES,50010000,RECIFE,PE,73.34,446.63,1
JL9000000686,2024-06-04,08:08:00,V,TENTATIVA SEM SUCESSO - AUSENTE,60516483895,LUCAS PEREIRA,40020010,SALVADOR,BA,40.27,279.31,2
JL9000000687,2024-02-29,20:48:00,T,EM TRANSFERENCIA,60064345973,PEDRO OLIVEIRA,66015110,BELEM,PA,62.90,380.15,1
JL9000000688,2024-01-23,13:14:00,S,SAIU PARA ENTREGA,67574510484,ISABELA FREITAS,59010000,NATAL,RN,11.11,151.74,1
JL9000000689,2024-08-12,12:53:00,D,ENTREGUE,56054270799,CAMILA MARTINS,59010000,NATAL,RN,49.74,444.89,1
JL9000000690,2024-09-01,19:53:00,D,ENTREGUE,07976475456572,GABRIEL MENDES,74110010,GOIANIA,GO,64.90,75.85,1
JL9000000691,2024-07-17,12:18:00,E,EXTRAVIO,03909846856,JOAO DA SILVA,59010000,NATAL,RN,39.24,361.78,1
JL9000000692,2024-11-01,11:59:00,R,DEVOLVIDO AO REMETENTE,61382687097,THIAGO ARAUJO,57020480,MACEIO,AL,40.85,298.07,1
JL9000000693,2024-08-27,07:48:00,R,DEVOLVIDO AO REMETENTE,96263779271,PEDRO OLIVEIRA,01310100,SAO PAULO,SP,76.14,379.64,1
JL9000000694,2024-07-02,09:08:00,E,EXTRAVIO,22068243233,JULIANA ALVES,01310100,SAO PAULO,SP,64.72,107.84,1
JL9000000695,2024-10-28,13:16:00,V,TENTATIVA SEM SUCESSO - AUSENTE,60694306952,LUCAS PEREIRA,80010010,CURITIBA,PR,39.51,439.98,2
JL9000000696,2024-06-14,10:38:00,V,TENTATIVA SEM SUCESSO - AUSENTE,85370064488548,AMANDA RIBEIRO,29010330,VITORIA,ES,76.19,122.70,2
JL9000000697,2024-02-29,22:50:00,D,ENTREGUE,55428053764,CARLOS LIMA,80010010,CURITIBA,PR,31.98,14.93,1
JL9000000698,2024-10-12,19:35:00,E,EXTRAVIO,78602039221,JULIANA ALVES,57020480,MACEIO,AL,13.41,240.27,1
JL9000000699,2024-02-17,16:35:00,T,EM TRANSFERENCIA,39928798728,AMANDA RIBEIRO,40020010,SALVADOR,BA,67.50,349.83,1
JL9000000700,2024-05-08,11:51:00,V,TENTATIVA SEM SUCESSO - AUSENTE,62917964416,JOAO DA SILVA,40020010,SALVADOR,BA,22.02,91.38,2
JL9000000701,2024-10-12,22:00:00,T,EM TRANSFERENCIA,51028745120220,PEDRO OLIVEIRA,88010400,FLORIANOPOLIS,SC,71.90,180.43,1
JL9000000702,2024-07-06,14:04:00,T,EM TRANSFERENCIA,79210466275,JOAO DA SILVA,29010330,VITORIA,ES,15.03,85.56,1
JL9000000703,2024-12-14,20:16:00,V,TENTATIVA SEM SUCESSO - AUSENTE,03607854833095,GABRIEL MENDES,50010000,RECIFE,PE,18.21,118.95,2
JL9000000704,2024-10-11,12:25:00,E,EXTRAVIO,06014579232,DIEGO NASCIMENTO,50010000,RECIFE,PE,13.43,370.76,1
